date,time,open,high,low,close,volume
20200203,0,55500,57400,55200,57200,23995260
20200204,0,57100,59000,56800,58900,21800192
20200205,0,60000,60200,58900,59500,19278165
20200206,0,60100,61100,59700,61100,14727159
20200207,0,61100,61200,59700,60400,16402493
20200210,0,59200,59800,59100,59700,13107121
20200211,0,59800,60700,59700,59900,11071231
20200212,0,60300,60700,59700,60500,12904207
20200213,0,61200,61600,60500,60700,18449775
20200214,0,60900,61900,60200,61800,13276067
20200217,0,61600,62000,61200,61500,8740596
20200218,0,60800,60900,59700,59800,16674266
20200219,0,59800,60400,59400,60200,12951496
20200220,0,60700,61300,59600,60000,14591924
20200221,0,58800,59800,58500,59200,13777393
20200224,0,57400,58100,56800,56800,25627537
20200225,0,56200,58000,56200,57900,23885408
20200226,0,56000,57000,56000,56500,25483102
20200227,0,56300,56900,55500,55900,23209541
20200228,0,55000,55500,54200,54200,30054227
20200302,0,54300,55500,53600,55000,30403412
20200303,0,56700,56900,55100,55400,30330295
20200304,0,54800,57600,54600,57400,24765728
20200305,0,57600,58000,56700,57800,21698990
20200306,0,56500,57200,56200,56500,18716656
20200309,0,54700,55000,53600,54200,30261485
20200310,0,53800,54900,53700,54600,32106554
20200311,0,54300,54400,52000,52100,45707281
20200312,0,51000,51900,49300,50800,48149999
20200313,0,47450,51600,46850,49950,59462933
20200316,0,50100,50900,48800,48900,33339821
20200317,0,46900,49650,46700,47300,51218151
20200318,0,47750,48350,45600,45600,40152623
20200319,0,46400,46650,42300,42950,56925513
20200320,0,44150,45500,43550,45400,49730008
20200323,0,42600,43550,42400,42500,41701626
20200324,0,43850,46950,43050,46950,49801908
20200325,0,48950,49600,47150,48650,52735922
20200326,0,49000,49300,47700,47800,42185129
20200327,0,49600,49700,46850,48300,39896178
20200330,0,47050,48350,46550,47850,26797395
20200331,0,48000,48500,47150,47750,30654261
20200401,0,47450,47900,45800,45800,27259532
20200402,0,46200,46850,45350,46800,21621076
20200403,0,47400,47600,46550,47000,22784682
20200406,0,47500,48800,47250,48700,23395726
20200407,0,49650,50200,49000,49600,31524034
20200408,0,49600,49750,48600,48600,25010314
20200409,0,49750,49800,48700,49100,22628058
20200410,0,48950,49250,48650,49250,17839111
20200413,0,48650,48900,48300,48300,14431800
20200414,0,48800,49200,48300,49000,14206216
20200416,0,49350,49350,48550,49000,23349760
20200417,0,50800,52000,50300,51400,32041675
20200420,0,51400,51400,50000,50100,21866354
20200421,0,49400,49700,48700,49250,27407543
20200422,0,48700,50000,48350,49850,18613864
20200423,0,50200,50300,49500,49850,18754442
20200424,0,49650,49750,49000,49350,15618347
20200427,0,49350,50000,49100,49850,14049471
20200428,0,49850,50100,49300,50100,16095399
20200429,0,49900,50500,49600,50000,15604533
20200504,0,48900,49100,48500,48500,26083749
20200506,0,49000,49200,48500,49200,18070225
20200507,0,49200,49300,48700,48800,13884411
20200508,0,49100,49350,48800,48800,15319700
20200511,0,48900,49250,48300,48400,16357743
20200512,0,48400,48500,47550,47900,23433590
20200513,0,47250,48550,47200,48550,20223277
