date,time,open,high,low,close,volume
20201230,901,813000,813000,810000,811000,3788
20201230,902,810000,813000,809000,810000,2074
20201230,903,810000,811000,809000,810000,1461
20201230,904,810000,812000,809000,809000,1367
20201230,905,809000,810000,808000,810000,695
20201230,906,809000,809000,808000,808000,1959
20201230,907,808000,811000,808000,811000,1960
20201230,908,811000,811000,808000,809000,1435
20201230,909,809000,810000,808000,809000,998
20201230,910,809000,810000,809000,809000,833
20201230,911,809000,810000,809000,810000,557
20201230,912,809000,810000,806000,807000,4216
20201230,913,807000,809000,807000,809000,954
20201230,914,809000,811000,809000,810000,790
20201230,915,810000,810000,809000,809000,71
20201230,916,810000,810000,806000,806000,1706
20201230,917,806000,809000,805000,808000,3724
20201230,918,808000,809000,807000,808000,311
20201230,919,808000,808000,807000,808000,855
20201230,920,808000,808000,807000,808000,616
20201230,921,807000,808000,807000,807000,50
20201230,922,807000,808000,807000,808000,857
20201230,923,808000,809000,807000,809000,303
20201230,924,808000,809000,808000,808000,512
20201230,925,808000,810000,808000,809000,592
20201230,926,809000,809000,808000,809000,627
20201230,927,808000,810000,808000,810000,540
20201230,928,810000,811000,809000,811000,1086
20201230,929,811000,811000,810000,811000,397
20201230,930,810000,811000,809000,811000,784
20201230,931,810000,812000,810000,811000,717
20201230,932,811000,811000,810000,811000,453
20201230,933,811000,811000,810000,811000,232
20201230,934,811000,812000,810000,812000,405
20201230,935,812000,812000,811000,812000,73
20201230,936,811000,812000,811000,811000,222
20201230,937,811000,812000,810000,810000,1840
20201230,938,810000,812000,810000,810000,825
20201230,939,810000,812000,810000,812000,287
20201230,940,812000,812000,811000,811000,143
20201230,941,811000,812000,811000,811000,208
20201230,942,811000,812000,810000,811000,50
20201230,943,811000,812000,811000,812000,216
20201230,944,811000,812000,811000,812000,58
20201230,945,812000,812000,811000,812000,41
20201230,946,812000,812000,811000,812000,1954
20201230,947,812000,812000,811000,811000,865
20201230,948,812000,812000,811000,812000,44
20201230,949,812000,812000,811000,811000,94
20201230,950,811000,812000,810000,810000,1145
20201230,951,809000,810000,809000,809000,664
20201230,952,809000,809000,808000,809000,896
20201230,953,810000,811000,809000,810000,646
20201230,954,810000,811000,810000,811000,570
20201230,955,811000,814000,811000,813000,2076
20201230,956,813000,814000,812000,812000,1576
20201230,957,812000,813000,812000,812000,252
20201230,958,812000,813000,812000,813000,145
20201230,959,813000,813000,811000,811000,512
